
S0-T0, S0-T1, S0-T2, S0-T3, S0-T4, S0-T5, S0-T6, S0-T7, S0-T8, S0-T9, S0-T10, S0-T11, S0-T12, S0-T13, S0-T14, S0-T15, S0-T16, S0-T17, S0-T18, S0-T19, S0-T20, S0-T21, S0-T22, S0-T23, S0-T24, S0-T25, S0-T26, S0-T27, S0-T28, S0-T29, S1-T0, S1-T1, S1-T2, S1-T3, S1-T4, S1-T5, S1-T6, S1-T7, S1-T8, S1-T9, S1-T10, S1-T11, S1-T12, S1-T13, S1-T14, S1-T15, S1-T16, S1-T17, S1-T18, S1-T19, S1-T20, S1-T21, S1-T22, S1-T23, S1-T24, S1-T25, S1-T26, S1-T27, S1-T28, S1-T29, 
well (0.00466750449898494), price (0.004729625465996936), phone (0.004746131579300573), review (0.004434434340115431), cabl (0.0047468995006878425), also (0.005103217641968987), also (0.00451961401718698), also (0.004741420184701094), pair (0.004859911729432881), phone (0.0047162473214265085), review (0.004844035982641572), better (0.004765871557779754), work (0.004690719749741787), phone (0.004649474782204164), better (0.004602004390355349), review (0.004455832397946844), work (0.004654659073515418), one (0.004679987167963351), also (0.00478923836046932), well (0.004546822618381643), review (0.004489714509433124), great (0.0048250306423615), would (0.0046063753088434025), phone (0.004740181069548063), also (0.004652985843595238), great (0.004950175902269853), phone (0.005104869735047479), well (0.004709140725673028), also (0.004830220615301398), great (0.004786628904551309), dont (0.005480978490637424), even (0.005320094792440529), cord (0.005654332789603499), day (0.00558305727263152), problem (0.005326334529835427), listen (0.005614572819711217), tri (0.005674602364691155), problem (0.004973050268952116), get (0.005461864402772725), audio (0.004911233585321934), music (0.005606015905385212), earphon (0.005808859653404501), audio (0.005596122040796681), get (0.005462598150394013), earphon (0.005880789603195747), bought (0.005841748456189776), plug (0.005039012916356064), piec (0.005671939998932767), read (0.005441708467620904), pair (0.004942008751583634), dont (0.0053113752225311265), bud (0.005583361600851515), better (0.005233987794275103), plastic (0.005353300701702652), much (0.0050891825484703805), ear (0.005894296294955494), make (0.0062266787905305215), set (0.005174352300167724), work (0.006122990900030298), product (0.006111087210651994), 

also (0.004556270585112943), review (0.0046350329545537085), would (0.0044613636787896515), better (0.00441413944564122), work (0.00450221395431925), work (0.004748294603739788), price (0.00448139317901612), price (0.004721456309814657), phone (0.004654814533380322), cabl (0.00459696479927978), better (0.0047952049737576), review (0.004670171323754721), nois (0.004576311948618747), also (0.004649474782204164), earphon (0.004559861492228128), phone (0.004391785524368679), phone (0.0044905801791663355), fit (0.004448762500898752), price (0.00450039323966742), set (0.004498349028655544), cabl (0.0044618856999095735), price (0.004731257960359423), work (0.004577282411537301), review (0.00466117805005974), phone (0.004589246310231245), phone (0.0048852859547579746), review (0.004976258673313528), review (0.0045089369572576124), better (0.0047164466797177855), pair (0.004777423848786826), music (0.005476971924484497), look (0.004991982978434054), bass (0.005300936764873162), poor (0.00492150277282347), could (0.00529943383098294), replac (0.005274837305311166), last (0.005445185791049684), transmitt (0.004973050268952116), poor (0.005245835276372664), bought (0.0049012513964749455), price (0.005557019372347226), music (0.005797607619571256), price (0.005565831779215737), disappoint (0.005150449436920139), month (0.005840977662065824), would (0.005813618031237324), would (0.005013460099562769), much (0.005659564848116804), could (0.0054233738580031715), earbud (0.004686484290266264), bass (0.004995937035990427), seem (0.005570265355426339), bought (0.005226857015855942), phone (0.005158693110873419), soni (0.004797379390876749), disappoint (0.0057069469094499494), even (0.006197582138007285), audio (0.005174352300167724), money (0.005865597380066598), purchas (0.005809062809339668), 

price (0.004491594123864824), earphon (0.004456358210716501), better (0.004404410098687467), time (0.0043735496566928), better (0.004365190048352839), phone (0.004537259283711616), would (0.004299844197704532), time (0.004421998186518105), work (0.004583476378231605), price (0.004523560170266408), well (0.0047952049737576), work (0.004536190996119674), review (0.004528642031484147), work (0.004467771165806783), review (0.004458718536722798), would (0.0043460377575271335), review (0.004481944447884805), review (0.004402517567485833), review (0.004491075655125423), audio (0.004459570156874664), phone (0.004424780620544839), better (0.004552237385628186), cabl (0.004470608454748265), price (0.004601925785443498), price (0.004288759938658136), audio (0.004736966074730824), price (0.004580532329516755), work (0.004352255747193374), review (0.004613015829187228), also (0.004740603625728889), never (0.005124394103026958), purchas (0.004988076885410168), tri (0.005282906355448145), return (0.004867966570526865), amazon (0.00528790496004616), problem (0.0049565587707679605), audio (0.005434129570633228), turn (0.00494625940771139), audio (0.005205075063844352), star (0.0048912692076279575), earbud (0.0051936284189821585), side (0.005550062875239857), month (0.005497678690658613), left (0.005115766246534152), first (0.005604949725366993), problem (0.00556982101498274), better (0.005013460099562769), tri (0.005647189697300841), even (0.005419706936079625), even (0.004675252445812753), replac (0.004734573967142421), could (0.005561534525142888), pair (0.005159114620873911), new (0.005024700999154931), would (0.004734850142820971), old (0.005678123927064481), back (0.006163636043396843), bass (0.005163054579499439), bose (0.005850747753914846), bought (0.005769838861117288), 

work (0.00447911480666667), would (0.004267173187830047), fit (0.0043569487819356476), price (0.004322812420507275), would (0.0042281661423864275), set (0.00450848174007141), better (0.004299844197704532), work (0.004372088499302013), better (0.004512138223082889), would (0.0043492241763596505), dont (0.004502218920453765), would (0.004383070621679621), price (0.004471438130922626), would (0.004318132893479528), set (0.004290146944213914), fit (0.004153897136792641), better (0.004473308716603274), would (0.0043562726340729135), would (0.004453805316957436), review (0.004352928259477247), work (0.004332017922133004), also (0.004475514282171942), fit (0.004325143968217761), would (0.0045722996531353775), would (0.004206809110047289), work (0.0046813461197206425), would (0.004491493902162481), better (0.0043435512355231385), work (0.004571643488975006), audio (0.004666963179613018), audio (0.005124394103026958), cord (0.004976358606338508), problem (0.004998025886532874), better (0.004833550440479047), much (0.00527637608910938), earphon (0.004935101790911115), poor (0.005199184886783529), headset (0.004922817404125755), even (0.005192847000085857), volum (0.004871304829933981), month (0.005189545374562327), would (0.005544436858323234), plug (0.005206134922942029), right (0.005111430847735904), music (0.005306360166892567), volum (0.005541690590030288), even (0.004773263621705798), like (0.005601814144308977), purchas (0.005375703872997069), star (0.004433767790062271), year (0.004725561447526972), set (0.0055571691100011625), fit (0.004913102765412849), work (0.004913040906056191), old (0.0044499946794557595), return (0.004968357985822321), buy (0.00615393715922243), back (0.005163054579499439), plastic (0.005845797878530929), bad (0.005436435301227057), 

would (0.004314603807833328), better (0.004235642350682304), audio (0.004347456518585284), work (0.0042923700787959596), phone (0.004189016454967452), price (0.004287853905496504), work (0.004232957730905527), better (0.004272269124869828), set (0.004315958296423918), earphon (0.0043216974404796365), price (0.004482686516900176), much (0.004344790528069608), phone (0.004290292445811146), better (0.0041578061731288975), would (0.0041468610905813635), dont (0.004062401603109549), time (0.004024250689963679), work (0.004236035807199323), fit (0.004220865703407517), frequenc (0.004265675797970268), would (0.004257807763403536), review (0.0044414151250802775), better (0.00426695817360556), work (0.004552548898263297), fit (0.004188597814800433), frequenc (0.00457010620970028), better (0.004372775999023449), fit (0.004334846723852904), price (0.004416497213179171), phone (0.004482862064323338), even (0.0050763153091918384), like (0.004913861117956322), bought (0.0049367224944878154), month (0.0048297264260292894), would (0.005261004261193673), even (0.004924373300982693), even (0.005163252170430046), better (0.0049194685464706645), cabl (0.0051887709788330265), enough (0.004605113127347628), earpiec (0.004834320510036924), year (0.005516306773740121), two (0.004846438066668321), would (0.005029058270569187), charg (0.005300672746731149), product (0.005501057753987857), pair (0.004742600241553843), custom (0.005308935574997852), disappoint (0.005082350119113358), first (0.0044253439067221375), much (0.004716548927911524), first (0.005552803694859438), even (0.0049059719869936885), well (0.004673769277987462), could (0.0044499946794557595), first (0.004935932130638669), tri (0.006144238275048018), purchas (0.005147990951941726), buy (0.005816098626227425), stop (0.005408978537471391), 

fit (0.004266846420863474), dont (0.004172580676386819), work (0.004299995201833463), set (0.004180748159187805), price (0.004120504501984246), better (0.004239891332762828), phone (0.004194736892734666), make (0.0041624678129944265), earphon (0.0041911165249136646), review (0.004275819547346279), would (0.004424089306239409), phone (0.004316080457862098), much (0.004118680744126586), price (0.004072298588941894), work (0.004062575294326922), work (0.0040441024963729305), set (0.003963800570992965), price (0.004189790873786403), high (0.004174277780697533), work (0.004207507490298949), much (0.0041093874459446), bluetooth (0.004091898764890719), price (0.004199074746557991), better (0.004532798143391217), better (0.004115752633813013), price (0.0044495963071782205), set (0.004224378620099659), phone (0.00428261965383149), would (0.004085518491481388), well (0.004473657008558854), day (0.005068302176885985), plastic (0.00464043460628426), time (0.004925904248832805), know (0.004523805270048688), ive (0.004934352917984904), time (0.00488861166788795), side (0.004881318549810407), even (0.004909421973505392), better (0.0051724668938217), put (0.004601785731065298), side (0.004826154421197259), get (0.005465672621490516), back (0.004846438066668321), amazon (0.004677890967911077), better (0.005294985326569732), know (0.005241632723870799), disappoint (0.004553509397283462), get (0.005156308714934309), look (0.0050273462902601625), well (0.0044113041011552495), star (0.004713544754706374), product (0.005539707449434261), amazon (0.0049059719869936885), set (0.0046705789896132124), read (0.00444652083234155), set (0.004917917766647751), replac (0.006139388832960812), dont (0.0051329273243840125), review (0.005811148750843508), hear (0.005004971870780876), 

set (0.004207209683868455), work (0.004162070397337572), nois (0.004262026148432007), much (0.0041604532647135945), even (0.004061779970855784), would (0.004153558701842212), fit (0.004118295216392945), would (0.004142503938107989), price (0.004128695639158538), work (0.004147361446572879), work (0.004345959692025053), price (0.004172530106824548), realli (0.004080544810418906), much (0.003922660316614639), price (0.004003575236948813), better (0.003943457409321529), would (0.003946529108429904), better (0.0041805418871038195), much (0.004109054688903556), fit (0.00417842333646329), price (0.00392386204912093), audio (0.003989601293615727), phone (0.004102098422204322), even (0.004404418236722692), work (0.004088435690942731), would (0.00418076652462901), work (0.00406608808258095), frequenc (0.004134642955437488), much (0.0040234599811630545), work (0.004427631729736434), left (0.004723737487734299), year (0.0042224826527283935), phone (0.0048862373480977675), right (0.004500861183350143), right (0.004918981090069196), nois (0.0048135122383889915), like (0.00485644205387338), year (0.004885979969919757), kit (0.004842309172342363), side (0.004595130938500639), back (0.004817988332357595), month (0.0054628596130322045), music (0.004804788956994523), music (0.0046562139739198365), time (0.005289297906408314), could (0.005241632723870799), make (0.004540732988886814), think (0.004875805296439148), bad (0.004719324848682266), dont (0.0043888404122482275), transmitt (0.004458190032268666), poor (0.004753932723923708), first (0.004898841208574528), price (0.004373882170807988), year (0.00443262544388471), get (0.004878286165867732), ear (0.0060617977595655145), month (0.005129161417494584), wast (0.0053904093432105395), music (0.0049971270811364), 
